,2011-11-25T08:00:22Z,21,3,3784,
,2011-12-01T08:00:12Z,25,13,24803,
,2011-12-09T08:00:19Z,30,14,4570,
,2011-12-26T08:00:11Z,7,16,165116,
,2012-01-13T08:00:11Z,17,36,26686,
,2012-01-19T08:00:11Z,35,29,15462,
,2012-01-19T08:00:12Z,11,3,376,
,2012-01-24T08:00:10Z,13,2,616,
,2012-01-24T08:00:11Z,11,5,482,
,2012-02-11T08:00:10Z,9,4,654969,
,2012-02-11T08:00:12Z,4,12,217997,
,2012-03-08T08:00:14Z,217,195,67168,
,2012-03-22T07:00:39Z,4,3,1568,
,2012-04-07T07:00:24Z,33,45,44548,
,2012-04-28T07:00:27Z,6,1,986,
,2012-05-09T07:00:15Z,6,5,839,
,2012-05-09T07:00:16Z,3,3,444,
,2012-05-23T07:00:11Z,35,59,36561,
,2012-06-04T07:00:25Z,10,6,456,
,2012-06-04T07:00:25Z,29,49,38047,
,2012-06-22T07:00:16Z,37,39,159632,
,2012-07-11T07:00:13Z,6,7,835,
,2012-07-15T07:00:25Z,13,12,8736,
,2012-07-15T07:00:27Z,7,1,3858,
,2012-07-15T07:00:28Z,19,5,2480,
,2012-07-15T07:00:29Z,22,1,9493,
,2012-07-28T07:00:12Z,13,18,27522,
,2012-07-30T07:01:03Z,7,5,37805,
,2012-08-02T07:00:17Z,11,5,1027,
,2012-08-30T07:00:20Z,28,53,82056,
,2012-08-30T07:00:21Z,20,23,7411,
,2012-08-30T07:00:22Z,67,59,21708,
,2012-08-30T07:00:23Z,128,281,268883,
,2012-09-05T07:00:26Z,536,785,48044,
,2012-10-11T07:00:29Z,12,2,4198,
,2012-10-16T07:00:15Z,6,0,337,
,2012-10-19T07:00:12Z,65,80,7425,
,2012-11-28T08:00:17Z,46,22,1636,
,2012-11-28T08:00:19Z,102,449,5357,
,2012-11-28T08:00:19Z,98,54,3243,
,2012-11-28T08:00:20Z,4,1,7281,
,2012-11-28T08:00:20Z,19,47,471,
,2012-11-28T08:00:21Z,106,83,10186,
,2012-11-28T08:00:22Z,1090,1876,33344,
,2012-11-28T08:00:22Z,671,427,3145,
,2012-11-28T08:00:22Z,23,34,12864,
,2012-11-28T08:00:23Z,17,18,7342,
,2012-11-28T08:00:23Z,6,3,1502,
,2012-11-28T08:00:23Z,633,1200,28933,
,2012-11-28T08:00:26Z,411,204,126995,
,2012-11-28T08:00:27Z,15,8,7442,
,2012-11-28T08:00:28Z,151,151,38354,
,2012-11-28T08:00:28Z,53,45,37922,
,2012-11-28T08:00:29Z,163,140,13644,
,2012-11-30T08:00:24Z,196,333,143139,
,2012-12-08T08:00:18Z,51,66,4534,
,2012-12-11T08:00:16Z,55,52,7398,
,2012-12-12T08:00:27Z,56,23,10439,
,2012-12-12T08:00:28Z,64,207,4558,
,2012-12-12T08:00:28Z,270,519,39899,
,2013-01-04T08:00:32Z,259,301,405500,
,2013-01-05T08:00:24Z,7,6,45115,
,2013-01-21T08:00:15Z,42,28,335714,
,2013-01-22T08:00:16Z,439,173,58590,
,2013-01-23T08:00:17Z,28,7,118294,
,2013-01-23T08:00:18Z,2,0,49184,
,2013-01-25T19:42:32Z,1646,10138,34260,
,2013-02-01T13:29:10Z,40,179,666,
,2013-02-06T02:06:28Z,46,88,1115,
,2013-02-06T02:07:28Z,66,172,796,
,2013-02-26T08:00:12Z,45,49,16986,
,2013-03-12T15:56:47Z,57,235,93,
,2013-04-08T07:20:19Z,27,119,12950,
,2013-04-08T07:20:19Z,43,43,1027,
,2013-04-08T07:20:20Z,31,39,9811,
,2013-04-08T07:20:20Z,142,296,5116,
,2013-04-08T07:20:21Z,64,178,9435,
,2013-04-08T07:20:23Z,139,140,25111,
,2013-04-29T22:27:12Z,573,455,513000,
,2013-04-29T22:27:13Z,4,1,153,
,2013-04-29T22:27:14Z,3,1,734,
,2013-04-29T22:27:17Z,5,1,361,
,2013-05-16T07:00:17Z,19,57,15089,
,2013-05-16T07:00:18Z,1,0,56156,
,2013-05-16T07:00:18Z,11,12,66946,
,2013-05-28T07:00:14Z,91,114,1817,
,2013-06-04T07:00:12Z,90,75,8262,
,2013-06-11T07:00:15Z,19,24,36713,
,2013-06-12T07:00:16Z,68,75,2893,
,2013-06-12T07:00:17Z,92,71,37401,
,2013-06-12T07:00:18Z,6,4,2410,
,2013-06-12T07:00:18Z,42,52,13201,
